player_id,full_name,birth_date,nationality,position
13584,Kieran O'Hara,22 April 1996,Ireland,G
20095,Aiden O'Neill,4 July 1998,Australia,M
15154,Dara O'Shea,4 March 1999,Ireland,D
15140,Tashan Oakley-Boothe,14 February 2000,England,M
21532,Michael Obafemi,6 July 2000,Ireland,F
5514,Angelo Ogbonna,23 May 1988,Italy,D
10543,Sheyi Ojo,19 June 1997,England,F
3889,Stefano Okaka,9 August 1989,Italy,F
13494,Shinji Okazaki,16 April 1986,Japan,F
13717,Olufela Olomola,5 September 1997,England,F
2867,Martin Olsson,17 May 1988,Sweden,D
7490,Josh Onomah,27 April 1997,England,M
23615,Henry Onyekuru,5 June 1997,Nigeria,F
10465,Divock Origi,18 April 1995,Belgium,F
14436,Jordi Osei-Tutu,2 October 1998,England,D
10420,David Ospina,31 August 1988,Colombia,G
6058,Nicolás Otamendi,12 February 1988,Argentina,D
10535,Reece Oxford,16 December 1998,England,D
4252,Alex Oxlade-Chamberlain,15 August 1993,England,M
4714,Mesut Özil,15 October 1988,Germany,M
13283,Kasey Palmer,9 November 1996,Jamaica,M
16467,Erik Palmer-Brown,24 April 1997,United States,D
4319,Costel Pantilimon,1 February 1987,Romania,G
10953,Juan Carlos Paredes,8 July 1987,Ecuador,D
10440,Mario Pasalic,9 February 1995,Croatia,M
13962,Josh Pask,1 November 1997,England,D
9664,Jack Payne,25 October 1994,England,M
4972,Pedro,28 July 1987,Spain,F
13871,Pedro Obiang,27 March 1992,Equatorial Guinea,M
13825,Adalberto Peñaranda,31 May 1997,Venezuela,F
9895,Matthew Pennington,6 October 1994,England,D
21903,Dion Pereira,25 March 1999,Antigua & Barbuda,M
11213,Roberto Pereyra,7 January 1991,Argentina,M
7081,Lucas Pérez,10 September 1988,Spain,F
14144,Kleton Perntreou,8 January 1995,Greece,G
4525,Philippe Coutinho,12 June 1992,Brazil,M
14161,Michael Phillips,22 September 1997,England,D
4640,Jordan Pickford,7 March 1994,England,G
12463,Jérémy Pied,23 February 1989,France,D
4821,Erik Pieters,7 August 1988,Netherlands,D
3920,Paul Pogba,15 March 1993,France,M
10079,Nick Pope,19 April 1992,England,G
4433,Alex Pritchard,3 May 1993,England,M
13822,Sebastian Prödl,21 June 1987,Austria,D
16790,Davy Pröpper,2 September 1991,Netherlands,M
8049,Marc Pugh,2 April 1987,England,M
4084,Jason Puncheon,18 June 1986,England,M
21677,Collin Quaner,18 June 1991,Germany,F
23820,Rafael Camacho,22 May 2000,Portugal,M
11241,Erdal Rakip,13 February 1996,North Macedonia,M
19673,Ramadan Sobhi,23 January 1997,Egypt,M
13703,Aaron Ramsdale,14 May 1998,England,G
3548,Aaron Ramsey,26 December 1990,Wales,M
11013,Connor Randall,21 October 1995,England,D
2216,Darren Randolph,12 May 1987,Ireland,G
4405,Angel Rangel,28 November 1982,Spain,D
13565,Marcus Rashford,31 October 1997,England,F
3811,Nathan Redmond,6 March 1994,England,M
4818,Harrison Reed,27 January 1995,England,M
4209,Winston Reid,3 July 1988,New Zealand,D
13123,Jeff Reine-Adélaïde,17 January 1998,France,M
4572,Loïc Rémy,2 January 1987,France,F
16646,Renato Sanches,18 August 1997,Portugal,M
15202,Declan Rice,14 January 1999,England,M
24630,Richarlison,10 May 1997,Brazil,F
4878,Jairo Riedewald,9 September 1996,Netherlands,M
3934,Matt Ritchie,10 September 1989,Scotland,M
10488,Emmanuel Rivière,3 March 1990,Martinique,F
13511,Roberto Firmino,2 October 1991,Brazil,F
8710,Patrick Roberts,5 February 1997,England,M
10458,Andy Robertson,11 March 1994,Scotland,D
4696,Joel Robles,17 June 1990,Spain,G
3484,Hal Robson-Kanu,21 May 1989,Wales,F
13796,Joe Rodon,22 October 1997,Wales,D
3851,Jay Rodriguez,29 July 1989,England,F
10472,Marcos Rojo,20 March 1990,Argentina,D
13555,Sergio Romero,22 February 1987,Argentina,G
4286,Oriol Romeu,24 September 1991,Spain,M
6030,Salomón Rondón,16 September 1989,Venezuela,F
2064,Wayne Rooney,24 October 1985,England,F
3507,Danny Rose,2 July 1990,England,D
2464,Liam Rosenior,9 July 1984,England,D
2681,Wayne Routledge,7 January 1985,England,M
14285,Charlie Rowan,14 December 1997,England,D
16801,Antonio Rüdiger,3 March 1993,Germany,D
12192,Mathew Ryan,8 April 1992,Australia,G
22591,Abdelhamid Sabiri,28 November 1996,Morocco,M
6251,Henri Saivet,26 October 1990,Senegal,M
4796,Mamadou Sakho,13 February 1990,France,D
10004,Bakary Sako,26 April 1988,Mali,M
13648,Martin Samuelsen,17 April 1997,Norway,M
4973,Alexis Sánchez,19 December 1988,Chile,F
14801,Jadon Sancho,25 March 2000,England,F
14554,Max Sanders,4 January 1999,England,M
11074,Sandro Ramírez,9 July 1995,Spain,F
5384,Leroy Sané,11 January 1996,Germany,F
8887,Sean Scannell,17 September 1990,Ireland,M
16234,Ezequiel Schelotto,23 May 1989,Argentina,D
19607,Christopher Schindler,29 April 1990,Germany,D
8980,Jeffrey Schlupp,23 December 1992,Ghana,M
2508,Kasper Schmeichel,5 November 1986,Denmark,G
4615,Morgan Schneiderlin,8 November 1989,France,M
24346,Ryan Schofield,11 December 1999,England,G
14578,Kyle Scott,22 December 1997,United States,M
16723,Matz Sels,26 February 1992,Belgium,G
5267,Xherdan Shaqiri,10 October 1991,Switzerland,M
15142,Samuel Shashoua,13 May 1999,England,M
4608,Luke Shaw,12 July 1995,England,D
3158,Ryan Shawcross,4 October 1987,England,D
13121,Ben Sheaf,5 February 1998,England,M
10507,Oliver Shenton,6 November 1997,England,M
2007,Steve Sidwell,14 December 1982,England,M
4421,Gylfi Sigurdsson,8 September 1989,Iceland,M
4145,David Silva,8 January 1986,Spain,M
13193,Jack Simpson,18 December 1996,England,D
15374,Josh Sims,28 March 1997,England,M
4529,Jerome Sinclair,20 September 1996,England,F
4549,Moussa Sissoko,16 August 1989,France,M
13232,Jiri Skalak,12 March 1992,Czech Republic,M
11364,Islam Slimani,18 June 1988,Algeria,F
3613,Chris Smalling,22 November 1989,England,D
9030,Brad Smith,9 April 1994,Australia,D
4558,Robert Snodgrass,7 September 1987,Scotland,M
16608,Rubén Sobrino,1 June 1992,Spain,F
10443,Dominic Solanke,14 September 1997,England,F
4999,Son Heung-Min,8 July 1992,South Korea,F
10444,Pape Souaré,6 June 1990,Senegal,D
21809,Harry Souttar,22 October 1998,Australia,D
2664,Julian Speroni,18 May 1979,Argentina,G
4679,Raphael Spiegel,19 December 1992,Switzerland,G
4988,Konstantinos Stafylidis,2 December 1993,Greece,D
3766,Junior Stanislas,26 November 1989,England,M
4779,Maarten Stekelenburg,22 September 1982,Netherlands,G
8168,Dale Stephens,12 June 1989,England,M
14572,Dujon Sterling,24 October 1999,England,D
10482,Jamie Sterry,21 November 1995,England,D
4426,Kevin Stewart,7 September 1993,Jamaica,M
4505,John Stones,28 May 1994,England,D
1295,Stuart Taylor,28 November 1980,England,G
3154,Daniel Sturridge,1 September 1989,England,F
4925,Mario Suárez,24 February 1987,Spain,D
19618,Isaac Success,7 January 1996,Nigeria,F
2338,Andrew Surman,20 August 1986,England,M
13195,Sam Surridge,28 July 1998,England,F
5428,Markus Suttner,16 April 1987,Austria,D
10556,Ryan Sweeney,15 April 1997,Ireland,D
3543,Wojciech Szczesny,18 April 1990,Poland,G
15045,Lasse Sørensen,21 October 1999,Denmark,D
15685,Alexander Sørloth,5 December 1995,Norway,F
10498,Dusan Tadic,20 November 1988,Serbia,F
4815,Matt Targett,18 September 1995,England,D
8143,James Tarkowski,19 November 1992,England,D
24214,Kyle Taylor,26 May 1999,England,M
8451,George Thomas,24 March 1997,Wales,M
10609,James Tilley,13 June 1998,England,F
3517,James Tomkins,29 March 1989,England,D
13281,Fikayo Tomori,19 December 1997,England,D
12114,Cenk Tosun,7 June 1991,Turkey,F
4148,Yaya Touré,13 May 1983,Cote D’Ivoire,M
13235,Richie Towell,17 July 1991,Ireland,M
3724,Andros Townsend,16 July 1991,England,M
3905,Kieran Trippier,19 September 1990,England,D
20051,Nathan Trott,21 November 1998,England,G
13559,Axel Tuanzebe,14 November 1997,DR Congo,D
20941,Rayhaan Tulloch,20 January 2001,England,F
13477,Josh Tymon,22 May 1999,England,D
8174,Leonardo Ulloa,26 July 1986,Argentina,F
10435,Fredrik Ulvestad,17 June 1992,Norway,M
3285,Antonio Valencia,4 August 1985,Ecuador,D
3362,Patrick van Aanholt,29 August 1990,Netherlands,D
4877,Mike van der Hoorn,15 October 1992,Netherlands,D
5140,Virgil van Dijk,8 July 1991,Netherlands,D
10964,Rajiv van La Parra,4 June 1991,Netherlands,F
8979,Jamie Vardy,11 January 1987,England,F
4809,Guillermo Varela,24 March 1993,Uruguay,D
15044,Thibaud Verlinden,9 July 1999,Belgium,F
4666,Jan Vertonghen,24 April 1987,Belgium,D
25312,Nikola Vlasic,4 October 1997,Croatia,M
4007,Sam Vokes,21 October 1989,Wales,F
4398,Michel Vorm,20 October 1983,Netherlands,G
8003,Mark Waddington,11 October 1996,England,M
21730,Molla Wagué,21 February 1991,Mali,D
2839,Theo Walcott,16 March 1989,England,F
3955,Kyle Walker,28 May 1990,England,D
13815,Kyle Walker-Peters,13 April 1997,England,D
15119,Anton Walkes,8 February 1997,England,D
2047,Jonathan Walters,20 September 1983,Ireland,F
8159,Christian Walton,9 November 1995,England,G
14164,Aaron Wan-Bissaka,26 November 1997,England,D
4816,Victor Wanyama,25 June 1991,Kenya,M
3999,Stephen Ward,20 August 1985,Ireland,D
4617,James Ward-Prowse,1 November 1994,England,M
2686,Ben Watson,9 July 1985,England,M
3452,Danny Welbeck,26 November 1990,England,F
8889,Nahki Wells,1 June 1990,Bermuda,F
4489,Ashley Westwood,1 April 1990,England,M
2299,Glenn Whelan,13 January 1984,Ireland,M
14548,Ben White,8 October 1997,England,D
2980,Dean Whitehead,12 January 1982,England,M
15111,Alfie Whiteman,2 October 1998,England,G
4396,Connor Wickham,31 March 1993,England,F
2678,Rhoys Wiggins,4 November 1987,Wales,D
7114,Georginio Wijnaldum,11 November 1990,Netherlands,M
16549,Will Miller,8 June 1996,England,M
4403,Ashley Williams,23 August 1984,Wales,D
4748,Willian,9 August 1988,Brazil,F
14446,Joe Willock,20 August 1999,England,M
3547,Jack Wilshere,1 January 1992,England,M
3471,Marc Wilson,17 August 1987,Ireland,M
13813,Kevin Wimmer,15 November 1992,Austria,D
7488,Harry Winks,2 February 1996,England,M
4989,Philipp Wollscheid,6 March 1989,Germany,D
3756,Chris Wood,7 December 1991,New Zealand,F
14758,Ben Woodburn,15 October 1999,Wales,M
10479,Freddie Woodman,4 March 1997,England,G
15285,Matthew Worthington,18 December 1997,England,M
12136,Granit Xhaka,27 September 1992,Switzerland,M
4673,Claudio Yacob,18 July 1987,Argentina,M
14626,Josef Yarney,8 October 1997,England,D
10522,DeAndre Yedlin,9 July 1993,United States,D
4605,Maya Yoshida,24 August 1988,Japan,D
3062,Ashley Young,9 July 1985,England,D
3654,Pablo Zabaleta,16 January 1985,Argentina,D
4539,Wilfried Zaha,10 November 1992,Cote D’Ivoire,F
7103,Zanka,23 April 1990,Denmark,D
25313,Davide Zappacosta,11 June 1992,Italy,M
3338,Mauro Zárate,18 March 1987,Argentina,F
10123,Marvin Zeegelaar,12 August 1990,Netherlands,D
22547,Zhang Yuning,5 January 1997,China,F
3662,Ron-Robert Zieler,12 February 1989,Germany,G
19620,Oleksandr Zinchenko,15 December 1996,Ukraine,D
5175,Kurt Zouma,27 October 1994,France,D
20559,Alisson Becker,2 October 1992,Brazil,G
54312,Miguel Almirón,10 February 1994,Paraguay,M
37587,Florin Andone,11 April 1993,Romania,F
5061,André Gomes,30 July 1993,Portugal,M
32162,Frank Anguissa,16 November 1995,Cameroon,M
51667,Billy Arce,12 July 1998,Ecuador,M
12186,Stuart Armstrong,30 March 1992,Scotland,M
14803,Daniel Arzani,4 January 1999,Australia,F
14650,Taye Ashby-Hammond,21 March 1999,England,G
14945,Benny Ashley-Seal,21 November 1998,England,F
15340,Taiwo Awoniyi,12 August 1997,Nigeria,F
19606,Floyd Ayité,15 December 1988,Togo,F
3413,Ryan Babel,19 December 1986,Netherlands,F
4721,Leandro Bacuna,21 August 1991,Curacao,M
32435,Fabián Balbuena,23 August 1991,Paraguay,D
20183,Leon Balogun,28 June 1988,Nigeria,D
63655,Tudor Baluta,27 March 1999,Romania,D
7500,Sol Bamba,13 January 1985,Cote D’Ivoire,D
15288,Ben Barclay,7 October 1996,England,D
49956,Antonio Barreca,18 March 1995,Italy,D
3988,Danny Batth,21 September 1990,England,D
16671,Filip Benkovic,13 July 1997,Croatia,D
3672,Joe Bennett,28 March 1990,England,D
14441,Josh Benson,5 December 1999,England,M
50975,Adrián Bernabé,26 May 2001,Spain,M
5907,Bernard,8 September 1992,Brazil,M
23591,Bernardo,14 May 1995,Brazil,D
4511,Marcus Bettinelli,24 May 1992,England,G
50245,Yves Bissouma,30 August 1996,Mali,M
24299,Jack Bodenham,29 September 1999,Wales,D
13468,Omar Bogle,26 July 1993,England,F
21820,Joshua Bohui,3 March 1999,England,F
14793,Luke Bolton,7 October 1999,England,M
16204,Willy-Arnaud Boly,3 February 1991,Cote D’Ivoire,D
23951,Jamie Bowden,9 July 2001,Ireland,M
13706,David Brooks,8 July 1997,Wales,M
32845,Ciaron Brown,14 January 1998,Northern Ireland,D
8185,Joe Bryan,17 September 1993,England,D
8584,Craig Bryson,6 November 1986,Scotland,M
15424,Harry Burgoyne,28 December 1996,England,G
9982,Reece Burke,2 September 1996,England,D
8707,Dan Burn,9 May 1992,England,D
3505,David Button,27 February 1989,England,G
25435,Oskar Buur,31 March 1998,Denmark,D
3894,Tom Cairney,20 January 1991,Scotland,M
22952,Víctor Camarasa,28 May 1994,Spain,M
4556,Lee Camp,22 August 1984,Northern Ireland,G
3175,Andy Carroll,6 January 1989,England,F
19951,Lewis Cass,27 February 2000,England,D
14575,Trevoh Chalobah,5 July 1999,England,D
20858,Tahith Chong,4 December 1999,Netherlands,M
8438,Cyrus Christie,30 September 1992,Ireland,D
14589,Isaac Christie-Davies,18 October 1997,Wales,M
7431,Ibrahima Cissé,28 February 1994,Guinea,M
4136,Conor Coady,25 February 1993,England,D
14549,Will Collar,3 February 1997,England,M
14567,Bradley Collins,18 February 1997,England,G
51435,Connor Barrett,1 March 2002,England,D
15211,Conor Coventry,25 March 2000,Ireland,M
14335,Cameron Coxe,18 December 1998,Wales,D
14565,Jamie Cumming,4 September 1999,England,G
3906,Greg Cunningham,31 January 1991,Ireland,D
23520,Loïc Damour,8 January 1991,France,M
8192,Bobby De Cordova-Reid,2 February 1993,Jamaica,F
14676,Luca de la Torre,23 May 1998,United States,M
5866,Leander Dendoncker,15 April 1995,Belgium,M
13899,Sylvain Deslandes,25 April 1997,France,D
24253,Adama Diakhaby,5 July 1996,France,F
5758,Lucas Digne,20 July 1993,France,D
24252,Diogo Dalot,18 March 1999,Portugal,D
19758,Diogo Jota,4 December 1996,Portugal,F
49884,Issa Diop,9 January 1997,France,D
26556,Mihai-Alexandru Dobre,30 August 1998,Romania,M
4229,Matt Doherty,16 January 1992,Ireland,D
16347,Barry Douglas,4 September 1989,Scotland,D
24626,Douglas Luiz,9 May 1998,Brazil,M
10455,Kieran Dowell,10 October 1997,England,M
13340,Luke Dreher,27 November 1998,England,M
5097,Erik Durm,12 May 1992,Germany,D
4231,Ethan Ebanks-Landell,16 December 1992,England,D
10633,Bruno Ecuele Manga,16 July 1988,Gabon,D
24347,Rarmani Edmonds-Green,14 January 1999,England,D
14658,Tayo Edun,14 May 1998,England,D
33185,Harvey Elliott,4 April 2003,England,M
15967,Mohamed Elyounoussi,4 August 1994,Norway,M
15258,Niall Ennis,20 May 1999,England,F
13903,Bright Enobakhare,8 February 1998,Nigeria,F
4120,Neil Etheridge,7 February 1990,Philippines,G
15123,Timothy Eyoma,29 January 2000,England,D
11247,Fabinho,23 October 1993,Brazil,M
19771,Fabri,31 December 1987,Spain,G
7981,Liam Feeney,21 January 1987,England,M
6784,Felipe Anderson,15 April 1993,Brazil,M
10500,Jake Flannigan,2 February 1996,England,M
14659,Marlon Fossey,9 September 1998,United States,D
24704,Tyrese Francois,16 July 2000,Australia,M
5906,Fred,5 March 1993,Brazil,M
3958,Ryan Fredericks,10 October 1992,England,D
23841,James Garner,13 March 2001,England,M
21964,Benjamín Garré,11 July 2000,Argentina,M
6889,Rachid Ghezzal,9 May 1992,Algeria,M
15259,Morgan Gibbs-White,27 January 2000,England,M
9117,Ben Gibson,15 January 1993,England,D
20081,Ryan Giles,26 January 2000,England,D
20179,Paul Gladon,18 March 1992,Netherlands,F
23810,Anthony Glennon,26 November 1999,England,D
50989,Claudio Gomes,23 July 2000,France,M
19622,Frédéric Gounongbe,1 May 1988,Benin,F
10146,Jordan Graham,5 March 1995,England,F
10654,Karlan Grant,18 September 1997,England,F
25266,Mason Greenwood,1 October 2001,England,F
7548,Vicente Guaita,10 January 1987,Spain,G
14569,Marc Guéhi,13 July 2000,England,D
50512,Mattéo Guendouzi,14 April 1999,France,M
15269,Angus Gunn,22 January 1996,Scotland,G
4736,Aron Gunnarsson,22 April 1989,Iceland,M
32728,Viktor Gyökeres,4 June 1998,Sweden,F
3192,Gregory Halford,8 December 1984,England,D
14875,Nathan Harker,5 November 1998,England,G
4856,Kadeem Harris,8 June 1993,England,M
33135,Jack Harrison,20 November 1996,England,M
10000,Kortney Hause,16 July 1995,England,D
4743,Rhys Healey,6 December 1994,England,F
4582,Michael Hector,19 July 1992,Jamaica,D
5064,Hélder Costa,12 January 1994,Angola,F
5698,Gonzalo Higuaín,10 December 1987,Argentina,F
52951,Ki-Jana Hoever,18 January 2002,Netherlands,D
3823,Junior Hoilett,5 June 1990,Canada,F
13550,Cameron Humphreys,22 August 1998,England,D
14341,Lloyd Humphries,3 October 1997,Wales,M
2570,Carl Ikeme,8 June 1986,Nigeria,G
5079,Ivan Cavaleiro,18 October 1993,Angola,F
49150,Ben Jackson,22 February 2001,England,D
15480,Alireza Jahanbakhsh,11 August 1993,Iran,F
14655,Moritz Jenz,30 April 1999,Germany,D
4506,Jiang Guangtai,27 May 1994,China,D
11071,Raúl Jiménez,5 May 1991,Mexico,F
11259,João Moutinho,8 September 1986,Portugal,M
14428,João Virgínia,10 October 1999,Portugal,G
5154,Stefan Johansen,8 January 1991,Norway,M
4732,Declan John,30 June 1995,Wales,D
19880,Tyreece John-Jules,14 February 2001,England,F
45519,George Johnston,1 September 1998,Scotland,D
20277,Jonny,3 March 1994,Spain,D
13192,Corey Jordan,4 March 1999,England,D
5682,Jorginho,20 December 1991,Italy,M
21848,Josh Gordon,10 October 1994,England,F
14678,Mattias Käit,29 June 1998,Estonia,M
11267,Aboubakar Kamara,7 March 1995,Mauritania,F
14750,Herbie Kane,23 November 1998,England,M
20178,Neeskens Kebano,10 March 1992,DR Congo,M
12316,Naby Keïta,10 February 1995,Guinea,M
14723,Caoimhín Kelleher,23 November 1998,Ireland,G
4508,Matthew Kennedy,1 November 1994,Northern Ireland,D
11373,Kepa,3 October 1994,Spain,G
13522,Maximilian Kilman,23 May 1997,England,D
55603,Ali Koiki,22 August 1999,England,D
12520,Mateo Kovacic,6 May 1994,Croatia,M
35733,Matej Kovár,17 May 2000,Czech Republic,G
20503,Maxime Le Marchand,11 October 1989,France,D
4985,Bernd Leno,4 March 1992,Germany,G
12299,Léo Bonatini,28 March 1994,Brazil,F
37776,Jefferson Lerma,25 October 1994,Colombia,M
23784,Thakgalo Leshabela,18 September 1999,South Africa,M
5520,Stephan Lichtsteiner,16 January 1984,Switzerland,D
14897,Sean Longstaff,30 October 1997,England,M
63634,Lucas Perri,10 December 1997,Brazil,G
4289,Lucas Piazón,20 January 1994,Brazil,M
63633,Alexis Mac Allister,24 December 1998,Argentina,M
8456,James Maddison,23 November 1996,England,M
8335,Gary Madine,24 August 1990,England,F
23946,Paris Maghoma,8 May 2001,England,M
22548,Marcelo Djaló,8 October 1993,Guinea-Bissau,D
15136,George Marsh,5 November 1998,England,M
3945,Ben Marshall,29 March 1991,England,M
49992,Adam Masina,2 January 1994,Morocco,D
23827,Rabbi Matondo,9 September 2000,Wales,F
64147,Matty Daly,10 March 2001,England,M
20646,Isaac Mbenza,8 March 1996,Belgium,F
3844,Kevin McDonald,4 November 1988,Scotland,M
14587,George McEachran,30 August 2000,England,M
4785,Allan McGregor,31 January 1982,Scotland,G
21958,Zech Medley,9 July 2000,England,D
21189,Ibrahim Meite,29 July 1996,England,F
4006,Nathaniel Méndez-Laing,15 April 1992,Guatemala,F
14063,Chris Mepham,5 November 1997,Wales,D
5377,Max Meyer,18 September 1995,Germany,M
32923,Yerry Mina,23 September 1994,Colombia,D
16270,Rafa Mir,18 June 1997,Spain,F
21774,Jan Mlakar,23 October 1998,Slovenia,F
4955,Martín Montoya,14 April 1991,Spain,D
4577,Sean Morrison,8 January 1991,England,D
1926,Brian Murphy,7 May 1983,Ireland,G
20196,Yoshinori Muto,15 July 1992,Japan,F
4645,Alfred N'Diaye,6 March 1990,Senegal,M
22651,Marc Navarro,2 July 1995,Spain,D
3316,Håvard Nordtveit,21 June 1990,Norway,D
14647,Magnus Norman,19 January 1997,England,G
8293,Will Norris,12 August 1993,England,G
4765,Stuart O'Keefe,4 March 1991,England,M
14671,Matt O'Riley,21 November 2000,Denmark,M
12536,Denis Odoi,27 May 1988,Ghana,D
50463,Nnamdi Ofoborh,7 November 1999,Nigeria,M
22052,Phil Ofosu-Ayeh,15 September 1991,Ghana,D
19927,Nathanael Ogbeta,28 April 2001,England,D
20088,Prince Alban Oniangué,4 November 1988,Congo,M
5093,Sokratis Papastathopoulos,9 June 1988,Greece,D
22046,Callum Paterson,13 October 1994,Scotland,F
3138,Lee Peltier,11 December 1986,England,D
25513,Pedro Pereira,28 June 1998,Portugal,M
14051,Nathaniel Phillips,21 March 1997,England,D
4356,Anthony Pilkington,6 June 1988,Ireland,M
14433,Julio Pleguezuelo,26 January 1997,Spain,D
24834,Pote,28 June 1998,Portugal,M
19929,Ian Poveda,9 February 2000,Colombia,F
15200,Joe Powell,30 October 1998,England,M
19923,Iker Pozo,6 August 2000,Spain,M
15559,Christian Pulisic,18 September 1998,United States,M
10074,Joe Ralls,12 October 1993,England,M
24001,Kayne Ramsay,10 October 2000,England,D
4276,Tim Ream,5 October 1987,United States,D
5343,Ricardo Pereira,6 October 1993,Portugal,D
4416,Jazz Richards,12 April 1991,Wales,D
26076,Diego Rico,23 February 1993,Spain,D
10727,Marek Rodák,13 December 1996,Slovakia,G
5044,Roderick Miranda,30 March 1991,Portugal,D
13901,Connor Ronan,6 March 1998,Ireland,M
30533,Aaron Rowe,7 September 2000,England,M
11180,Rúben Neves,13 March 1997,Portugal,M
20171,Rúben Vinagre,9 April 1999,Portugal,D
2896,John Ruddy,24 October 1986,England,G
3319,Rui Fonte,23 April 1990,Portugal,F
11341,Rui Patrício,15 February 1988,Portugal,G
20745,Romain Saïss,26 March 1990,Morocco,D
49481,Bukayo Saka,5 September 2001,England,F
6252,Emiliano Sala,31 October 1990,Argentina,F
14538,Robert Sánchez,18 November 1997,Spain,G
33238,Philippe Sandler,10 February 1997,Netherlands,D
5220,Fabian Schär,20 December 1991,Switzerland,D
4750,André Schürrle,6 November 1990,Germany,M
25089,Ken Sema,30 September 1993,Sweden,M
7013,Jean Seri,19 July 1991,Cote D’Ivoire,M
14656,Ryan Sessegnon,18 May 2000,England,M
51418,Samuel Sharrock-Peplow,14 July 2002,England,M
21413,Oliver Skipp,16 September 2000,England,M
15002,Callum Slattery,8 February 1999,England,M
14445,Emile Smith Rowe,28 July 2000,England,M
8871,Alex Smithies,5 March 1990,England,G
26216,Çaglar Söyüncü,23 May 1996,Turkey,D
3457,Jason Steele,18 August 1990,England,G
13329,Ben Stevenson,23 March 1997,England,M
4325,Denis Suárez,6 January 1994,Spain,M
15116,Japhet Tanganga,31 March 1999,England,D
40320,Percy Tau,13 May 1994,South Africa,F
24000,Nikola Tavares,17 January 1999,Croatia,D
14566,Jared Thompson,23 February 1999,Northern Ireland,G
14667,Jón Thorsteinsson,26 November 1998,Iceland,F
5865,Youri Tielemans,7 May 1997,Belgium,M
9134,Lee Tomlin,12 January 1989,England,F
23033,Lucas Torreira,11 February 1996,Uruguay,M
15133,Shilow Tracey,29 April 1998,England,F
2835,Armand Traore,8 October 1989,Senegal,D
50453,Mark Travers,18 May 1999,Ireland,G
14949,Joe Tupper,15 November 1997,England,G
15011,Yan Valery,22 February 1999,Tunisia,D
4747,Marco van Ginkel,1 December 1992,Netherlands,M
20109,Jannik Vestergaard,3 August 1992,Denmark,D
12949,Luciano Vietto,5 December 1993,Argentina,F
4851,Matej Vydra,1 May 1992,Czech Republic,F
21702,Elliot Watt,11 March 2000,Scotland,M
19967,Kelland Watts,3 November 1999,England,D
8048,Ben Whitfield,28 February 1996,England,M
10798,Yanic Wildschut,1 November 1991,Suriname,F
20929,Ben Wilmot,4 November 1999,England,D
8454,Callum Wilson,27 February 1992,England,F
4125,Cauley Woodrow,2 December 1994,England,F
14149,Sam Woods,11 September 1998,England,D
24151,Xande Silva,16 March 1997,Portugal,F
6389,Andrii Yarmolenko,23 October 1989,Ukraine,M
6627,Kenneth Zohore,31 January 1994,Denmark,F
24638,Nabili Zoubdi Touaizi,1 February 2001,Morocco,F
6827,Michal Zyro,20 September 1992,Poland,F
51436,Leo Østigård,28 November 1999,Norway,D
19970,Max Aarons,4 January 2000,England,D
21821,Adam Lewis,8 November 1999,England,D
10905,Ché Adams,13 July 1996,Scotland,F
14674,Dennis Adeniran,2 January 1999,England,M
9131,Albert Adomah,13 December 1987,Ghana,D
24778,Daniel Adshead,2 September 2001,England,M
4183,Ahmed El Mohamady,9 September 1987,Egypt,D
5248,Albian Ajeti,26 February 1997,Switzerland,F
20723,Steven Alzate,8 September 1998,Colombia,M
49990,Ibrahim Amadou,6 April 1993,France,M
48689,Joseph Anang,8 June 2000,England,G
10467,Angeliño,4 January 1997,Spain,D
24708,Tino Anjorin,23 November 2001,England,M
25281,Cameron Archer,9 December 2001,England,F
14720,Daniel Atherton,18 December 1999,England,G
14902,Owen Bailey,22 January 1999,England,M
9169,George Baldock,9 March 1993,Greece,D
19871,Folarin Balogun,3 July 2001,United States,F
74776,Scott Banks,26 September 2001,Scotland,M
15185,Mason Barrett,24 September 1999,England,D
3581,Chris Basham,20 July 1988,England,D
23793,Calvin Bassey,31 December 1999,Nigeria,D
49501,Lewis Bate,28 October 2002,England,M
14568,Nathan Baxter,8 November 1998,England,G
63840,Gavin Bazunu,20 February 2002,Ireland,G
33166,Jack Bearne,15 September 2001,England,F
4351,Ryan Bennett,6 March 1990,England,D
51464,Jayden Bennetts,26 June 2001,England,F
4847,Nabil Bentaleb,24 November 1994,Algeria,M
21614,Sander Berge,14 February 1998,Norway,M
12703,Steven Bergwijn,8 October 1997,Netherlands,F
21422,Bernardo Rosa,20 September 2000,Brazil,D
21881,Nathan Bishop,15 October 1999,England,G
15661,Birkir Bjarnason,27 May 1988,Iceland,M
14434,Tolaji Bola,4 January 1999,England,D
8868,Jarrod Bowen,20 December 1996,England,F
23812,Morgan Boyes,22 April 2001,Wales,D
66318,Jarrad Branthwaite,27 June 2002,England,D
10565,James Bree,11 December 1997,England,D
31442,Armando Broja,10 September 2001,Albania,F
9457,Josh Brownhill,19 December 1995,England,M
23396,Bruno Fernandes,8 September 1994,Portugal,M
25191,Bruno Jordão,12 October 1998,Portugal,M
14779,Kean Bryan,1 November 1996,England,D
26408,Emiliano Buendía,25 December 1996,Argentina,M
3567,Mark Bunn,16 November 1984,England,G
14444,Robbie Burton,26 December 1999,Wales,M
66307,Rocky Bushiri,30 November 1999,Belgium,D
23869,Jack Bycroft,21 September 2001,England,G
