player_id,full_name,birth_date,nationality,position,market_value
4289,Lucas Piazón,20 January 1994,Brazil,M,1000000.0
16088,Dodi Lukébakio,24 September 1997,Belgium,F,25000000.0
8335,Gary Madine,24 August 1990,England,F,
7985,Connor Mahoney,12 February 1997,England,F,
66497,Archie Mair,10 February 2001,Scotland,G,
5334,Eliaquim Mangala,13 February 1991,France,D,
3251,Adrian Mariappa,3 October 1986,Jamaica,D,
5078,Lazar Markovic,2 March 1994,Serbia,M,1500000.0
3945,Ben Marshall,29 March 1991,England,M,
13716,Cuco Martina,25 September 1989,Curacao,D,
4741,Joe Mason,13 May 1991,England,F,
10703,Mason Bloomfield,6 November 1996,England,F,
13932,Ntumba Massanka,30 November 1996,England,M,
52625,Luke Matheson,3 October 2002,England,D,
8956,Ross McCormack,18 August 1986,Scotland,F,
24342,Giovanni McGregor,9 January 1999,England,M,
14481,Harry McKirdy,29 March 1997,England,F,
9649,Sam McQueen,6 February 1995,England,M,
19617,Nampalys Mendy,23 June 1992,Senegal,M,2000000.0
4179,Simon Mignolet,6 March 1988,Belgium,G,1500000.0
4507,Kevin Mirallas,5 October 1987,Belgium,F,
14698,Elliott Moore,16 March 1997,England,D,
5804,Álvaro Morata,23 October 1992,Spain,F,13000000.0
7219,Alberto Moreno,5 July 1992,Spain,D,1800000.0
4159,Ravel Morrison,2 February 1993,Jamaica,M,
3333,Jordon Mutch,2 December 1991,England,M,
4472,Nacho Monreal,26 February 1986,Spain,D,
3546,Samir Nasri,26 June 1987,France,M,
14712,Layton Ndukwu,7 September 1998,England,F,
5074,Nélson Oliveira,8 August 1991,Portugal,F,
13390,Oumar Niasse,18 April 1990,Senegal,F,
15938,Georges-Kévin Nkoudou,13 February 1995,Cameroon,M,5000000.0
23875,Kornelius Normann Hansen,6 May 2001,Norway,F,
15009,Thomas O'Connor,21 April 1999,Ireland,M,
14774,Aaron O'Driscoll,4 April 1999,Ireland,D,
13584,Kieran O'Hara,22 April 1996,Ireland,G,
14490,Callum O'Hare,1 May 1998,England,M,2800000.0
20095,Aiden O'Neill,4 July 1998,Australia,M,3000000.0
50463,Nnamdi Ofoborh,7 November 1999,Nigeria,M,
3889,Stefano Okaka,9 August 1989,Italy,F,
13494,Shinji Okazaki,16 April 1986,Japan,F,
23873,Oludare Olufunwa,29 July 2001,England,D,
23615,Henry Onyekuru,5 June 1997,Nigeria,F,4000000.0
10420,David Ospina,31 August 1988,Colombia,G,
10535,Reece Oxford,16 December 1998,England,D,
13283,Kasey Palmer,9 November 1996,Jamaica,M,1000000.0
51753,David Parkhouse,24 October 1999,Northern Ireland,F,
15560,Felix Passlack,29 May 1998,Germany,D,2500000.0
14924,Alfie Payne,7 October 1999,England,M,
13871,Pedro Obiang,27 March 1992,Equatorial Guinea,M,
51539,Terell Pennant,1 September 2002,England,F,
9895,Matthew Pennington,6 October 1994,England,D,
11213,Roberto Pereyra,7 January 1991,Argentina,M,1000000.0
14433,Julio Pleguezuelo,26 January 1997,Spain,D,1500000.0
24834,Pote,28 June 1998,Portugal,M,30000000.0
15200,Joe Powell,30 October 1998,England,M,
13822,Sebastian Prödl,21 June 1987,Austria,D,
8049,Marc Pugh,2 April 1987,England,M,
4084,Jason Puncheon,18 June 1986,England,M,
49193,Bojan Radulovic,29 December 1999,Serbia,F,1000000.0
23820,Rafael Camacho,22 May 2000,Portugal,M,
8616,Sean Raggett,25 January 1994,England,D,
25267,Largie Ramazani,27 February 2001,Belgium,F,7500000.0
3548,Aaron Ramsey,26 December 1990,Wales,M,
16003,Panagiotis Retsos,9 August 1998,Greece,D,5000000.0
7990,Jordan Rhodes,5 February 1990,Scotland,F,
26076,Diego Rico,23 February 1993,Spain,D,1300000.0
4725,Callum Robinson,2 February 1995,Ireland,F,1800000.0
5044,Roderick Miranda,30 March 1991,Portugal,D,
15135,Jack Roles,26 February 1999,Cyprus,M,
10004,Bakary Sako,26 April 1988,Mali,M,
49796,Ismaïla Sarr,25 February 1998,Senegal,F,22000000.0
4615,Morgan Schneiderlin,8 November 1989,France,M,
65981,Joel Senior,24 June 1999,England,D,
50462,Sam Sherring,8 May 2000,England,D,
13193,Jack Simpson,18 December 1996,England,D,
15374,Josh Sims,28 March 1997,England,M,
4529,Jerome Sinclair,20 September 1996,England,F,
15002,Callum Slattery,8 February 1999,England,M,
10444,Pape Souaré,6 June 1990,Senegal,D,
19867,Bayli Spencer-Adams,26 June 2001,Guyana,D,
2664,Julian Speroni,18 May 1979,Argentina,G,
33067,Dennis Srbeny,5 May 1994,Germany,F,
2485,Richard Stearman,19 August 1987,England,D,
913,Michael Stensgaard,1 September 1974,Denmark,G,
10482,Jamie Sterry,21 November 1995,England,D,
4258,Enda Stevens,9 July 1990,Ireland,D,
3154,Daniel Sturridge,1 September 1989,England,F,
4325,Denis Suárez,6 January 1994,Spain,M,1300000.0
2338,Andrew Surman,20 August 1986,England,M,
5428,Markus Suttner,16 April 1987,Austria,D,
15685,Alexander Sørloth,5 December 1995,Norway,F,25000000.0
15322,Shani Tarashaj,7 February 1995,Switzerland,F,
4560,Alexander Tettey,4 April 1986,Norway,M,
14916,Timi Odusina,28 October 1999,England,D,
4979,Adama Traoré,25 January 1996,Spain,F,10000000.0
9474,Aaron Tshibola,2 January 1995,DR Congo,M,
14949,Joe Tupper,15 November 1997,England,G,
8174,Leonardo Ulloa,26 July 1986,Argentina,F,
3285,Antonio Valencia,4 August 1985,Ecuador,D,
19564,Jesús Vallejo,5 January 1997,Spain,D,1000000.0
4007,Sam Vokes,21 October 1989,Wales,F,
2047,Jonathan Walters,20 September 1983,Ireland,F,
4816,Victor Wanyama,25 June 1991,Kenya,M,
3999,Stephen Ward,20 August 1985,Ireland,D,
9363,Conor Washington,18 May 1992,Northern Ireland,F,
21702,Elliot Watt,11 March 2000,Scotland,M,
8889,Nahki Wells,1 June 1990,Bermuda,F,
2299,Glenn Whelan,13 January 1984,Ireland,M,
10798,Yanic Wildschut,1 November 1991,Suriname,F,
53176,Will Russ,8 November 2002,Wales,F,
7105,Jetro Willems,30 March 1994,Netherlands,D,
10454,Joe Williams,8 December 1996,England,M,1200000.0
8454,Callum Wilson,27 February 1992,England,F,11000000.0
23721,Henry Wise,1 January 2000,England,M,
9322,Jake Wright,11 March 1986,England,D,
3654,Pablo Zabaleta,16 January 1985,Argentina,D,
10123,Marvin Zeegelaar,12 August 1990,Netherlands,D,
24638,Nabili Zoubdi Touaizi,1 February 2001,Morocco,F,
21821,Adam Lewis,8 November 1999,England,D,
14674,Dennis Adeniran,2 January 1999,England,M,
11357,Adrien Silva,15 March 1989,Portugal,M,
21797,Oladapo Afolayan,11 September 1997,England,F,4000000.0
6609,Ahmed Hegazy,25 January 1991,Egypt,D,1500000.0
10424,Semi Ajayi,9 November 1993,Nigeria,D,1200000.0
5248,Albian Ajeti,26 February 1997,Switzerland,F,
112097,Frederik Alves,8 November 1999,Denmark,D,2500000.0
21518,Finn Azaz,7 September 2000,Ireland,M,14000000.0
3030,Leighton Baines,11 December 1984,England,D,
19864,Dan Ballard,22 September 1999,Northern Ireland,D,4000000.0
51695,Jamal Baptiste,11 November 2003,England,D,
13590,Daniel Barlaser,18 January 1997,England,M,2200000.0
3312,Kyle Bartley,22 May 1991,England,D,
33166,Jack Bearne,15 September 2001,England,F,
4351,Ryan Bennett,6 March 1990,England,D,
4847,Nabil Bentaleb,24 November 1994,Algeria,M,8000000.0
21422,Bernardo Rosa,20 September 2000,Brazil,D,
14434,Tolaji Bola,4 January 1999,England,D,
4763,Yannick Bolasie,24 May 1989,DR Congo,F,
9929,Jonathan Bond,19 May 1993,England,G,
12584,Sofiane Boufal,17 September 1993,Morocco,F,4500000.0
23812,Morgan Boyes,22 April 2001,Wales,D,
5810,Claudio Bravo,13 April 1983,Chile,G,
23837,George Broadbent,30 September 2000,England,M,
64464,Zak Brunt,17 November 2001,England,M,
112458,Hugo Bueno,18 September 2002,Spain,D,8000000.0
10596,Oliver Burke,7 April 1997,Scotland,F,1800000.0
14444,Robbie Burton,26 December 1999,Wales,M,
3505,David Button,27 February 1989,England,G,
25435,Oskar Buur,31 March 1998,Denmark,D,
15989,Guido Carrillo,25 May 1991,Argentina,F,
19951,Lewis Cass,27 February 2000,England,D,
8438,Cyrus Christie,30 September 1992,Ireland,D,
2593,Leon Clarke,10 February 1985,England,F,
23809,Thomas Clayton,27 December 2000,Scotland,D,
14676,Luca de la Torre,23 May 1998,United States,M,1500000.0
32936,Fousseni Diabaté,18 October 1995,Mali,M,1200000.0
75226,Cheikh Diaby,7 March 2000,France,F,
5548,Mbaye Diagne,28 October 1991,Senegal,F,1500000.0
54032,Mamadou Dialla Sylla,26 January 2003,Spain,M,
15199,Grady Diangana,19 April 1998,DR Congo,M,3800000.0
31885,Alpha Diounkou,10 October 2001,Senegal,D,
50996,Mikkel Diskerud,2 October 1990,United States,M,
16347,Barry Douglas,4 September 1989,Scotland,D,
31439,Ryan Edmondson,20 May 2001,England,F,
13869,Kyle Edwards,17 February 1998,England,F,
107863,Ulrick Eneme-Ella,22 May 2001,Gabon,F,
14713,Josh Felix-Eppiah,11 October 1998,Belgium,F,
23976,Nathan Ferguson,6 October 2000,England,D,
13867,Sam Field,8 May 1998,England,M,3200000.0
13561,Timothy Fosu-Mensah,2 January 1998,Netherlands,D,
25309,Juan Foyth,12 January 1998,Argentina,D,10000000.0
10491,Darnell Furlong,31 October 1995,England,D,3000000.0
33072,Tony Gallacher,23 July 1999,Scotland,D,
26714,Taylor Gardner-Hickman,30 December 2001,England,M,2200000.0
50857,Gedson Fernandes,9 January 1999,Portugal,M,18000000.0
3046,Kieran Gibbs,26 September 1989,England,D,
9117,Ben Gibson,15 January 1993,England,D,1000000.0
66362,Gonçalo Cardoso,21 October 2000,Portugal,D,
14795,Mace Goodridge,13 September 1999,England,M,
25429,Robbie Gotts,9 November 1999,England,M,
24399,Sam Graham,13 August 2000,England,D,
21731,Kamil Grosicki,8 June 1988,Poland,M,
25291,Jay-Roy Grot,13 March 1998,Netherlands,F,
49761,Sébastien Haller,22 June 1994,Cote D’Ivoire,F,3000000.0
14808,Joseph Hardy,26 September 1998,England,F,
23978,George Harmon,8 December 2000,England,D,
20101,Rekeem Harper,8 March 2000,England,M,
14665,Jayden Harris,4 September 1999,England,M,
66517,Kaine Hayden,25 May 2003,England,M,2200000.0
24341,Bryce Hosannah,8 April 1999,England,D,
112551,Liam Hughes,19 August 2001,Northern Ireland,G,
10957,Odion Ighalo,16 June 1989,Nigeria,F,1000000.0
4760,Ryan Inniss,5 June 1995,England,D,
3360,Branislav Ivanovic,22 February 1984,Serbia,D,
3222,Phil Jagielka,17 August 1982,England,D,
30527,Sylvester Jasper,13 September 2001,Bulgaria,F,
75372,Lukas Jensen,18 March 1999,Denmark,G,
4909,Roberto Jiménez,10 February 1986,Spain,G,
5154,Stefan Johansen,8 January 1991,Norway,M,
14696,Darnell Johnson,3 September 1998,England,D,
10604,Jota,16 June 1991,Spain,M,45000000.0
11267,Aboubakar Kamara,7 March 1995,Mauritania,F,
5156,Beram Kayal,2 May 1988,Israel,M,
15333,Cédric Kipré,9 December 1996,Cote D’Ivoire,D,3000000.0
55603,Ali Koiki,22 August 1999,England,D,
23575,Filip Krovinovic,29 August 1995,Croatia,M,2000000.0
31441,Henry Lawrence,21 September 2001,England,D,1500000.0
6528,Valentino Lazaro,24 March 1996,Austria,D,4500000.0
20503,Maxime Le Marchand,11 October 1989,France,D,
13866,Jonathan Leko,24 April 1999,England,F,
79245,George Lewis,16 June 2000,Rwanda,F,
3244,Jake Livermore,14 November 1989,England,M,
23687,Ryan Longman,6 November 2000,England,F,2000000.0
23817,Luis Longstaff,24 February 2001,England,M,
4813,Dejan Lovren,5 July 1989,Croatia,D,
4509,John Lundstram,18 February 1994,England,M,3200000.0
88771,Wanya Madavidua,,England,M,
14574,Jacob Maddox,3 November 1998,England,M,
20048,Josh Maja,27 December 1998,Nigeria,F,10000000.0
15136,George Marsh,5 November 1998,England,M,
11363,Matheus Pereira,5 May 1996,Brazil,M,10000000.0
3669,Matty James,22 July 1991,England,M,
14585,Luke McCormick,21 January 1999,England,M,
3844,Kevin McDonald,4 November 1988,Scotland,M,
14587,George McEachran,30 August 2000,England,M,
2340,David McGoldrick,29 November 1987,Ireland,F,
19865,Mark McGuinness,5 January 2001,Ireland,D,9000000.0
21958,Zech Medley,9 July 2000,England,D,
23835,D'Mani Mellor,20 September 2000,England,F,
5377,Max Meyer,18 September 1995,Germany,M,1300000.0
46268,Kamil Miazek,15 August 1996,Poland,G,
23822,Liam Millar,27 September 1999,Canada,F,3500000.0
5102,Henrikh Mkhitaryan,21 January 1989,Armenia,M,4000000.0
4955,Martín Montoya,14 April 1991,Spain,D,
4727,Simon Moore,19 May 1990,England,G,
19619,Aaron Mooy,15 September 1990,Australia,M,
19603,Lys Mousset,8 February 1996,France,F,
3869,Shkodran Mustafi,17 April 1992,Germany,D,
14647,Magnus Norman,19 January 1997,England,G,
9491,Jack O'Connell,29 March 1994,England,D,
49367,Warren O'Hora,19 April 1999,Ireland,D,
12536,Denis Odoi,27 May 1988,Ghana,D,
23955,Jubril Okedina,26 October 2000,Malawi,D,
19873,James Olayinka,5 October 2000,England,M,
14652,Jerome Opoku,14 October 1998,Ghana,D,3000000.0
6058,Nicolás Otamendi,12 February 1988,Argentina,D,1000000.0
4714,Mesut Özil,15 October 1988,Germany,M,
5093,Sokratis Papastathopoulos,9 June 1988,Greece,D,
10440,Mario Pasalic,9 February 1995,Croatia,M,13000000.0
4972,Pedro,28 July 1987,Spain,F,1000000.0
3138,Lee Peltier,11 December 1986,England,D,
53151,Brandon Pierrick,10 December 2001,England,F,
25464,Arnau Puigmal,10 January 2001,Spain,M,1500000.0
2911,Pepe Reina,31 August 1982,Spain,G,
3902,Jack Robinson,1 September 1993,England,D,1800000.0
3484,Hal Robson-Kanu,21 May 1989,Wales,F,
3389,Jack Rodwell,11 March 1991,England,M,
10472,Marcos Rojo,20 March 1990,Argentina,D,
15257,Austin Samuels,20 November 2000,England,F,
14554,Max Sanders,4 January 1999,England,M,
11074,Sandro Ramírez,9 July 1995,Spain,F,2500000.0
5384,Leroy Sané,11 January 1996,Germany,F,38000000.0
3752,Romaine Sawyers,2 November 1991,St. Kitts & Nevis,M,
16234,Ezequiel Schelotto,23 May 1989,Argentina,D,
4626,Billy Sharp,5 February 1986,England,F,
15367,Conor Shaughnessy,30 June 1996,Ireland,D,
20027,Saul Shotton,10 November 2000,England,D,
12576,Djibril Sidibé,29 July 1992,France,D,1200000.0
4145,David Silva,8 January 1986,Spain,M,
21385,Regan Slater,11 September 1999,England,M,3500000.0
11364,Islam Slimani,18 June 1988,Algeria,F,
3613,Chris Smalling,22 November 1989,England,D,2000000.0
4558,Robert Snodgrass,7 September 1987,Scotland,M,
21379,Jamie Soule,26 November 2000,England,F,
4779,Maarten Stekelenburg,22 September 1982,Netherlands,G,
26571,Jordan Stevens,25 March 2000,England,M,
20946,Elias Sørensen,18 September 1999,Denmark,F,
24000,Nikola Tavares,17 January 1999,Croatia,D,
14592,Martell Taylor-Crossdale,26 December 1999,England,M,
51505,Max Thompson,9 February 2002,England,F,
20941,Rayhaan Tulloch,20 January 2001,England,F,
4747,Marco van Ginkel,1 December 1992,Netherlands,M,
32602,Michael Verrips,3 December 1996,Netherlands,G,
4666,Jan Vertonghen,24 April 1987,Belgium,D,1000000.0
4398,Michel Vorm,20 October 1983,Netherlands,G,
51238,Caleb Watts,16 January 2002,Australia,M,
23811,Neco Williams,13 April 2001,Wales,D,20000000.0
3547,Jack Wilshere,1 January 1992,England,M,
10522,DeAndre Yedlin,9 July 1993,United States,D,2000000.0
32796,Okay Yokuslu,9 March 1994,Turkey,M,2700000.0
4605,Maya Yoshida,24 August 1988,Japan,D,
11034,Richairo Zivkovic,5 September 1996,Curacao,F,
6627,Kenneth Zohore,31 January 1994,Denmark,F,
10905,Ché Adams,13 July 1996,Scotland,F,15000000.0
4328,Sergio Agüero,2 June 1988,Argentina,F,
90665,Derek Agyakwa,19 December 2001,Netherlands,D,
4183,Ahmed El Mohamady,9 September 1987,Egypt,D,
4916,Toby Alderweireld,2 March 1989,Belgium,D,2200000.0
22698,Ezgjan Alioski,12 February 1992,North Macedonia,D,1500000.0
51774,Jaime Alvarado,26 July 1999,Colombia,M,1400000.0
10467,Angeliño,4 January 1997,Spain,D,15000000.0
123450,Yáser Asprilla,19 November 2003,Colombia,M,18000000.0
4859,Christian Atsu,10 January 1992,Ghana,M,
69816,Kwadwo Baah,27 January 2003,Germany,F,
9762,Daniel Bachmann,9 July 1994,Austria,G,2000000.0
32435,Fabián Balbuena,23 August 1991,Paraguay,D,2800000.0
3513,Gareth Bale,16 July 1989,Wales,F,
14623,Beni Baningime,9 September 1998,DR Congo,M,1200000.0
14426,Daniel Barden,2 January 2001,Wales,G,
2517,Phil Bardsley,28 June 1985,Scotland,D,
15185,Mason Barrett,24 September 1999,England,D,
31662,J'Neil Bennett,7 December 2001,England,F,
14441,Josh Benson,5 December 1999,England,M,
10761,Gaetano Berardi,21 August 1988,Switzerland,D,
50975,Adrián Bernabé,26 May 2001,Spain,M,15000000.0
5907,Bernard,8 September 1992,Brazil,M,45000000.0
23591,Bernardo,14 May 1995,Brazil,D,45000000.0
10451,Muhamed Besic,10 September 1992,Bosnia & Herzegovina,M,
122634,Adrian Blake,15 July 2005,England,M,
14793,Luke Bolton,7 October 1999,England,M,
19894,Mungo Bridge,12 September 2000,England,F,
23869,Jack Bycroft,21 September 2001,England,G,
8945,Sam Byram,16 September 1993,England,D,1000000.0
14482,Callum Rowe,2 September 1999,England,D,
3175,Andy Carroll,6 January 1989,England,F,
53269,Oliver Casey,14 October 2000,England,D,
3160,Craig Cathcart,6 February 1989,Northern Ireland,D,
7163,Dani Ceballos,7 August 1996,Spain,M,10000000.0
51609,Dennis Cirkin,6 April 2002,England,D,6000000.0
3562,Ciaran Clark,26 September 1989,Ireland,D,
11146,Jake Clarke-Salter,22 September 1997,England,D,1200000.0
3448,Tom Cleverley,12 August 1989,England,M,
14559,Alex Cochrane,21 April 2000,England,D,1500000.0
69507,Kamil Conteh,26 December 2002,Sierra Leone,M,
49256,Ben Cottrell,31 October 2001,England,M,
51245,Kane Crichlow,21 August 2000,Bermuda,M,
114257,Tiago Çukur,30 November 2002,Turkey,F,
49763,Renat Dadashov,17 May 1999,Azerbaijan,F,1200000.0
33158,Pontus Dahlberg,21 January 1999,Sweden,G,
20722,Sam Dalby,7 December 1999,England,F,
12005,Henrik Dalsgaard,27 July 1989,Denmark,D,
2817,Luke Daniels,5 January 1988,England,G,
3807,Scott Dann,14 February 1987,England,D,
4100,David Luiz,22 April 1987,Brazil,D,
9947,Troy Deeney,29 June 1988,England,F,
14778,Tom Dele-Bashiru,17 September 1999,Nigeria,M,1200000.0
67927,Lars Dendoncker,3 April 2001,Belgium,D,
20701,Emmanuel Dennis,15 November 1997,Nigeria,F,3000000.0
33345,Thomas Dickson-Peters,16 September 2002,Scotland,F,
19678,Domingos Quina,18 November 1999,Portugal,M,1000000.0
13823,Abdoulaye Doucouré,1 January 1993,Mali,M,8000000.0
10455,Kieran Dowell,10 October 1997,England,M,1000000.0
3670,Danny Drinkwater,5 March 1990,England,M,
11111,Josip Drmic,8 August 1992,Switzerland,F,
14829,Jimmy Dunne,19 October 1997,Ireland,D,3500000.0
74787,Frankie Ealing,14 July 2004,England,D,
2214,Robert Elliot,30 April 1986,Ireland,G,
12199,Björn Engels,15 September 1994,Belgium,D,
43087,Peter Etebo,9 November 1995,Nigeria,M,
15123,Timothy Eyoma,29 January 2000,England,D,
19752,Akin Famewo,9 November 1998,England,D,
23703,Juan Familia-Castillo,13 January 2000,Netherlands,D,
6784,Felipe Anderson,15 April 1993,Brazil,M,5000000.0
22546,Kiko Femenía,2 February 1991,Spain,D,1200000.0
22002,Will Ferry,7 December 2000,Ireland,M,
13145,Ashley Fletcher,2 October 1995,England,F,
114256,Shaq Forde,5 May 2004,England,F,
2932,Ben Foster,3 April 1983,England,G,
5371,Christian Fuchs,7 April 1986,Austria,D,
24649,Ethan Galbraith,11 May 2001,Northern Ireland,M,
24635,Eric García,9 January 2001,Spain,D,15000000.0
6889,Rachid Ghezzal,9 May 1992,Algeria,M,1000000.0
19591,Dimitris Giannoulis,17 October 1995,Greece,D,2800000.0
69765,Liam Gibbs,16 December 2002,England,M,2200000.0
4481,Olivier Giroud,30 September 1986,France,F,1800000.0
23810,Anthony Glennon,26 November 1999,England,D,
3390,Dan Gosling,1 February 1990,England,M,
19909,Kamil Grabara,8 January 1999,Poland,G,14000000.0
23911,Sam Greenwood,26 January 2002,England,M,4500000.0
124176,Jack Grieves,5 December 2004,England,F,
13985,Marko Grujic,13 April 1996,Serbia,M,5000000.0
50512,Mattéo Guendouzi,14 April 1999,France,M,32000000.0
15269,Angus Gunn,22 January 1996,Scotland,G,2500000.0
51437,Peter Gwargis,4 September 2000,Iraq,M,
32728,Viktor Gyökeres,4 June 1998,Sweden,F,75000000.0
3819,Grant Hanley,20 November 1991,Scotland,D,
3143,Joe Hart,19 April 1987,England,G,
47259,Philip Heise,20 June 1991,Germany,D,
51579,Mark Helm,21 October 2001,England,M,
3058,Stephen Henderson,2 May 1988,Ireland,G,
33066,Onel Hernández,1 February 1993,Cuba,M,
51559,Tom Hill,13 October 2002,Wales,M,
6194,Wesley Hoedt,6 March 1994,Netherlands,D,2000000.0
14637,Nathan Holland,19 June 1998,England,M,
104260,Niall Huggins,18 December 2000,Wales,D,
24340,Joseph Hungbo,15 January 2000,England,F,
24641,Adam Idah,11 February 2001,Ireland,F,5500000.0
24227,Einar Iversen,6 June 2001,Norway,M,
12212,José Izquierdo,7 July 1992,Colombia,F,
33056,Jaroslaw Jach,17 February 1994,Poland,D,
15480,Alireza Jahanbakhsh,11 August 1993,Iran,F,2300000.0
52931,Alexandre Jankewitz,25 December 2001,Switzerland,M,
98303,Taylor Jay-Hart,18 December 2003,England,M,
19880,Tyreece John-Jules,14 February 2001,England,F,
50165,Ozan Kabak,25 March 2000,Turkey,D,7500000.0
19605,Christian Kabasele,24 February 1991,Belgium,D,1000000.0
21611,Lovre Kalinic,3 April 1990,Croatia,G,
21714,Samuel Kalu,26 August 1997,Nigeria,F,1200000.0
66590,Abu Kamara,21 July 2003,England,F,4000000.0
32298,Edo Kayembe,3 June 1998,DR Congo,M,3000000.0
3644,Martin Kelly,27 April 1990,England,D,
3926,Joshua King,15 January 1992,Norway,F,2000000.0
15134,Nya Kirby,31 January 2000,England,M,
12891,Timm Klose,9 May 1988,Switzerland,D,
14693,Josh Knight,7 September 1997,England,D,1000000.0
22866,Juraj Kucka,26 February 1987,Slovakia,M,
4842,Érik Lamela,4 March 1992,Argentina,M,1200000.0
3049,Henri Lansbury,12 October 1990,England,M,
20180,Achraf Lazaar,22 January 1992,Morocco,D,
25071,Pierre Lees-Melou,25 May 1993,France,M,7000000.0
16607,Florian Lejeune,20 May 1991,France,D,2800000.0
2270,Aaron Lennon,16 April 1987,England,M,
23830,Dylan Levitt,17 November 2000,Wales,M,
14938,Jamal Lewis,25 January 1998,Northern Ireland,D,3000000.0
3837,Kevin Long,18 August 1990,Ireland,D,
74811,Nigel Lonwijk,27 October 2002,Netherlands,D,1000000.0
52201,Joel López,31 March 2002,Spain,D,
9826,Louis Thompson,19 December 1994,Wales,M,
54144,Imrân Louza,1 May 1999,Morocco,M,6000000.0
4487,Matthew Lowton,9 June 1989,England,D,
71441,Anthony Mancini,6 April 2001,France,M,
26977,Josh Martin,9 September 2001,England,F,
49992,Adam Masina,2 January 1994,Morocco,D,1500000.0
66707,Reece McAlear,12 February 2002,Scotland,M,
52903,Sam McCallum,2 September 2000,England,D,1200000.0
3979,James McCarthy,12 November 1990,Ireland,M,
23853,Jon McCracken,24 May 2000,Scotland,G,
78239,Joseph McGlynn,27 September 2002,Scotland,F,
19675,Michael McGovern,12 July 1984,Northern Ireland,G,
33061,Kenny McLean,8 January 1992,Scotland,M,
16270,Rafa Mir,18 June 1997,Spain,F,
21774,Jan Mlakar,23 October 1998,Slovenia,F,2200000.0
15293,Jayson Molumby,6 August 1999,Ireland,M,3000000.0
92722,Kris Moore,13 November 2003,England,D,
64281,Pablo Moreno,3 May 2002,Spain,F,
8966,Wes Morgan,21 January 1984,Jamaica,D,
25269,James Morris,23 November 2001,England,D,
3983,Victor Moses,12 December 1990,Nigeria,M,
23903,Bali Mumba,8 October 2001,England,D,2500000.0
75991,Joel Mumbongo,9 January 1999,Sweden,F,
4772,Glenn Murray,25 September 1983,England,F,
11147,Charly Musonda,15 October 1996,Belgium,M,
14577,Richard Nartey,6 September 1998,England,D,
22651,Marc Navarro,2 July 1995,Spain,D,
20064,Jeremy Ngakia,7 September 2000,DR Congo,D,1500000.0
5570,Nicolas Nkoulou,27 March 1990,Cameroon,D,
19922,Felix Nmecha,10 October 2000,Germany,M,28000000.0
23556,Mathias Normann,28 May 1996,Norway,M,2800000.0
51416,Ørjan Nyland,10 September 1990,Norway,G,1000000.0
90664,Kane O'Connor,17 January 2001,Scotland,D,
66557,Jakub Ojrzynski,19 February 2003,Poland,G,
76024,Maduka Okoye,28 August 1999,Nigeria,G,7500000.0
53741,Jaakko Oksanen,7 November 2000,Finland,M,
23941,Josh Oluwayemi,13 March 2001,Nigeria,G,
26689,Tyrese Omotoye,23 September 2002,Belgium,F,
53610,Akos Ónodi,2 September 2001,Hungary,G,
14909,Aston Oxborough,9 May 1998,England,G,
4654,Pablo Hernández,11 April 1985,Spain,M,
16467,Erik Palmer-Brown,24 April 1997,United States,D,
14984,Adam Parkes,30 November 1999,England,G,
74585,Nathan Patterson,16 October 2001,Scotland,D,15000000.0
13825,Adalberto Peñaranda,31 May 1997,Venezuela,F,
5181,Stipe Perica,7 July 1995,Croatia,F,
20079,Taylor Perry,15 July 2001,England,M,
10768,Kalvin Phillips,2 December 1995,England,M,15000000.0
4821,Erik Pieters,7 August 1988,Netherlands,D,
32700,Przemyslaw Placheta,23 March 1998,Poland,M,1000000.0
24645,Maurizio Pochettino,30 March 2001,Spain,F,
53313,Mattie Pollock,28 September 2001,England,D,
19923,Iker Pozo,6 August 2000,Spain,M,
16790,Davy Pröpper,2 September 1991,Netherlands,M,
5169,Teemu Pukki,29 March 1990,Finland,F,
50960,Ignacio Pussetto,21 December 1995,Argentina,F,2200000.0
36972,Xavi Quintillá,23 August 1996,Spain,D,
24001,Kayne Ramsay,10 October 2000,England,D,
24128,Milot Rashica,28 June 1996,Kosovo,M,7500000.0
4209,Winston Reid,3 July 1988,New Zealand,D,
67198,Lewis Richardson,7 February 2003,England,M,
13555,Sergio Romero,22 February 1987,Argentina,G,
3507,Danny Rose,2 July 1990,England,D,
65782,Jonathan Rowe,30 April 2003,England,F,12000000.0
11341,Rui Patrício,15 February 1988,Portugal,G,1000000.0
25203,Lukas Rupp,8 January 1991,Germany,M,
12192,Mathew Ryan,8 April 1992,Australia,G,2500000.0
6251,Henri Saivet,26 October 1990,Senegal,M,
4796,Mamadou Sakho,13 February 1990,France,D,
20490,Mbwana Samatta,23 December 1992,Tanzania,F,
47181,Samir,5 December 1994,Brazil,D,
51209,Josh Sargent,20 February 2000,United States,F,15000000.0
25089,Ken Sema,30 September 1993,Sweden,M,1500000.0
19844,Meritan Shabani,15 March 1999,Germany,M,
23914,Nathan Shepperd,10 September 2000,Wales,G,
23797,Sidnei Tavares,29 September 2001,Portugal,M,
72119,Francisco Sierralta,6 May 1997,Chile,D,1500000.0
4421,Gylfi Sigurdsson,8 September 1989,Iceland,M,
52017,Danel Sinani,5 April 1997,Luxembourg,M,
74743,Melvin Sitti,14 February 2000,France,M,
23901,Tom Smith,30 January 2002,England,G,
